Sport,Entry,Contest_Date_EST,Place,Points,Winnings_Non_Ticket,Winnings_Ticket,Contest_Entries,Entry_Fee,Prize_Pool,Places_Paid
NFL,NFL $350K Monday Night Showdown [$25K to 1st] (Mon-Thu) (2/2),9/19/16 20:30,90478,86.14,$0.00 ,$0.00 ,137254,$3.00 ,"$350,000.00 ",38450
NFL,NFL $100K Week 2 Free Contest,9/18/16 13:00,250564,124.74,$0.00 ,$0.00 ,450582,$0.00 ,"$100,000.00 ",37400
NFL,NFL $1M Play-Action [$50K to 1st],9/18/16 13:00,41163,158.22,$7.00 ,$0.00 ,392156,$3.00 ,"$1,000,000.00 ",105800
NFL,NFL $5M Fantasy Football Millionaire [$1M to 1st] (2/5),9/18/16 13:00,219485,111.68,$0.00 ,$0.00 ,277286,$20.00 ,"$5,000,000.00 ",81475
NFL,NFL $5M Fantasy Football Millionaire [$1M to 1st] (3/5),9/18/16 13:00,254146,100.26,$0.00 ,$0.00 ,277286,$20.00 ,"$5,000,000.00 ",81475
NFL,NFL $5M Fantasy Football Millionaire [$1M to 1st] (5/5),9/18/16 13:00,262227,95.94,$0.00 ,$0.00 ,277286,$20.00 ,"$5,000,000.00 ",81475
NFL,NFL $5M Fantasy Football Millionaire [$1M to 1st] (1/5),9/18/16 13:00,269951,89.62,$0.00 ,$0.00 ,277286,$20.00 ,"$5,000,000.00 ",81475
NFL,NFL $5M Fantasy Football Millionaire [$1M to 1st] (4/5),9/18/16 13:00,275930,77.56,$0.00 ,$0.00 ,277286,$20.00 ,"$5,000,000.00 ",81475
NFL,NFL $10K Week 2 Second Shot Contest,9/18/16 13:00,247761,114.02,$0.00 ,$0.00 ,448220,$0.00 ,"$10,000.00 ",6290
NFL,"NFL $100K Triple Option [3 Entry Max, $100K Gtd]  (1/2)",9/18/16 13:00,35815,100.26,$0.00 ,$0.00 ,39215,$3.00 ,"$100,000.00 ",11750
NFL,"NFL $100K Triple Option [3 Entry Max, $100K Gtd]  (2/2)",9/18/16 13:00,35815,100.26,$0.00 ,$0.00 ,39215,$3.00 ,"$100,000.00 ",11750
MMA,"MMA $3K Takedown [$3,000 Guaranteed]",9/17/16 19:00,70,241.5,$0.00 ,$0.00 ,107,$27.00 ,"$3,000.00 ",30
NFL,NFL $1M Kickoff Million [$1 Million Guaranteed] (Thu),9/8/16 20:30,63461,144.5,$8.00 ,$0.00 ,203511,$5.00 ,"$1,000,000.00 ",67750
NFL,"NFL $100K Slant [$100,000 Guaranteed] (Thu)",9/8/16 20:30,3716,143.2,$0.00 ,$0.00 ,10542,$9.00 ,"$100,000.00 ",3350
NFL,"NFL $75K Nickel [3 Entry Max, $75K Gtd] (Thu)",9/8/16 20:30,5506,144.5,$0.00 ,$0.00 ,15848,$5.00 ,"$75,000.00 ",4670
NFL,"NFL $100K Triple Option [3 Entry Max, $100K Gtd]  (Thu)",9/8/16 20:30,18441,129.2,$0.00 ,$0.00 ,37068,$3.00 ,"$100,000.00 ",11750
NFL,NFL Exclusive FREE $25K 10 Days of Giveaways NFL Contest (Thu) (1/2),9/8/16 20:30,9701,154.8,$0.00 ,$0.00 ,70250,$0.00 ,"$25,000.00 ",4505
NFL,NFL Exclusive FREE $25K 10 Days of Giveaways NFL Contest (Thu) (2/2),9/8/16 20:30,19878,137.8,$0.00 ,$0.00 ,70250,$0.00 ,"$25,000.00 ",4505
NFL,"NFL $35K Play-Action [$35,000 Guaranteed] (Mon) (2/3)",9/12/16 19:10,10491,109.56,$0.00 ,$0.00 ,13725,$3.00 ,"$35,000.00 ",2750
NFL,"NFL $35K Play-Action [$35,000 Guaranteed] (Mon) (1/3)",9/12/16 19:10,11729,102.9,$0.00 ,$0.00 ,13725,$3.00 ,"$35,000.00 ",2750
NFL,"NFL $35K Play-Action [$35,000 Guaranteed] (Mon) (3/3)",9/12/16 19:10,12913,92.7,$0.00 ,$0.00 ,13725,$3.00 ,"$35,000.00 ",2750
NFL,"NFL $15K Play-Action [$15,000 Guaranteed] (Mon) (4/5)",9/12/16 19:10,2248,131.9,$0.00 ,$0.00 ,5882,$3.00 ,"$15,000.00 ",1160
NFL,"NFL $15K Play-Action [$15,000 Guaranteed] (Mon) (5/5)",9/12/16 19:10,2248,131.9,$0.00 ,$0.00 ,5882,$3.00 ,"$15,000.00 ",1160
NFL,"NFL $15K Play-Action [$15,000 Guaranteed] (Mon) (3/5)",9/12/16 19:10,4539,109.56,$0.00 ,$0.00 ,5882,$3.00 ,"$15,000.00 ",1160
NFL,"NFL $15K Play-Action [$15,000 Guaranteed] (Mon) (1/5)",9/12/16 19:10,5048,102.9,$0.00 ,$0.00 ,5882,$3.00 ,"$15,000.00 ",1160
NFL,"NFL $15K Play-Action [$15,000 Guaranteed] (Mon) (2/5)",9/12/16 19:10,5571,92.7,$0.00 ,$0.00 ,5882,$3.00 ,"$15,000.00 ",1160
NFL,NFL $5M Fantasy Football Millionaire [$1M to 1st] (3/10),9/11/16 13:00,38545,177.26,$9.00 ,$0.00 ,1436510,$3.00 ,"$5,000,000.00 ",542850
NFL,NFL $5M Fantasy Football Millionaire [$1M to 1st] (9/10),9/11/16 13:00,284913,148.74,$5.31 ,$0.00 ,1436510,$3.00 ,"$5,000,000.00 ",542850
NFL,NFL $5M Fantasy Football Millionaire [$1M to 1st] (2/10),9/11/16 13:00,343779,145.12,$5.00 ,$0.00 ,1436510,$3.00 ,"$5,000,000.00 ",542850
NFL,NFL $5M Fantasy Football Millionaire [$1M to 1st] (10/10),9/11/16 13:00,366213,143.84,$5.00 ,$0.00 ,1436510,$3.00 ,"$5,000,000.00 ",542850
NFL,NFL $5M Fantasy Football Millionaire [$1M to 1st] (1/10),9/11/16 13:00,511107,136.34,$5.00 ,$0.00 ,1436510,$3.00 ,"$5,000,000.00 ",542850
NFL,NFL $5M Fantasy Football Millionaire [$1M to 1st] (4/10),9/11/16 13:00,630787,130.74,$0.00 ,$0.00 ,1436510,$3.00 ,"$5,000,000.00 ",542850
NFL,NFL $5M Fantasy Football Millionaire [$1M to 1st] (8/10),9/11/16 13:00,720690,126.74,$0.00 ,$0.00 ,1436510,$3.00 ,"$5,000,000.00 ",542850
NFL,NFL $5M Fantasy Football Millionaire [$1M to 1st] (7/10),9/11/16 13:00,833686,121.74,$0.00 ,$0.00 ,1436510,$3.00 ,"$5,000,000.00 ",542850
NFL,NFL $5M Fantasy Football Millionaire [$1M to 1st] (6/10),9/11/16 13:00,1241918,100.26,$0.00 ,$0.00 ,1436510,$3.00 ,"$5,000,000.00 ",542850
NFL,NFL $5M Fantasy Football Millionaire [$1M to 1st] (5/10),9/11/16 13:00,1327453,92.74,$0.00 ,$0.00 ,1436510,$3.00 ,"$5,000,000.00 ",542850
NFL,"NFL $2.5M Sunday Special [$250,000 to 1st] (2/2)",9/11/16 13:00,44116,137.2,$0.00 ,$0.00 ,113818,$20.00 ,"$2,500,000.00 ",39750
NFL,"NFL $2.5M Sunday Special [$250,000 to 1st] (1/2)",9/11/16 13:00,105074,96.04,$0.00 ,$0.00 ,113818,$20.00 ,"$2,500,000.00 ",39750
NFL,NFL $100K Free Contest Presented by Jack Reacher: Never Go Back,9/11/16 13:00,121877,140.06,$0.00 ,$0.00 ,485642,$0.00 ,"$100,000.00 ",37400
NFL,NFL  sunday kick it off  #1,9/11/16 13:00,10,124.34,$0.00 ,$0.00 ,14,$5.00 ,$63.00 ,1
MMA,MMA $500 Daily FREE Contest [Free Contest Arcade],9/10/16 19:30,1545,386.5,$0.00 ,$0.00 ,20549,$0.00 ,$500.00 ,128
MLB,"MLB $160K Moonshot [$160,000 Guaranteed]",9/6/16 19:05,8088,119.4,$6.00 ,$0.00 ,62745,$3.00 ,"$160,000.00 ",18795
MLB,"MLB $6K Moonshot [$6,000 Guaranteed] (Later)",9/5/16 19:10,641,115.2,$0.00 ,$0.00 ,2352,$3.00 ,"$6,000.00 ",480
MMA,"MMA $15K Haymaker [$15,000 Guaranteed]",8/27/16 17:00,182,426.5,$10.45 ,$0.00 ,5882,$3.00 ,"$15,000.00 ",1766
NFL,Monster Energy's FREE $10K Fantasy Football Contest,8/26/16 19:30,48223,41.82,$0.00 ,$0.00 ,78079,$0.00 ,"$10,000.00 ",2110
NFL,"NFL $55K Play-Action [$55,000 Guaranteed] (Preseason)",8/25/16 20:00,14349,47.86,$0.00 ,$0.00 ,21568,$3.00 ,"$55,000.00 ",6221
MMA,"MMA $10K Axe Kick Special [$10,000 Guaranteed]",8/20/16 18:30,141,409,$0.00 ,$0.00 ,350,$33.00 ,"$10,000.00 ",75
MMA,"MMA $15K Haymaker [$15,000 Guaranteed]",8/20/16 18:30,4133,316.5,$0.00 ,$0.00 ,5747,$3.00 ,"$15,000.00 ",1175
NFL,"NFL $50K Play-Action [$50,000 Guaranteed] (Preseason)",8/11/16 19:00,16080,33.18,$0.00 ,$0.00 ,19607,$3.00 ,"$50,000.00 ",3840
NFL,"NFL $40K Preseason Special [$40,000 Guaranteed] (Preseason)",8/7/16 20:00,8275,41.58,$0.00 ,$0.00 ,15686,$3.00 ,"$40,000.00 ",4697
MLB,"MLB $10K Moonshot [$10,000 Guaranteed] (All Day)",8/9/16 15:10,3141,82.55,$0.00 ,$0.00 ,3921,$3.00 ,"$10,000.00 ",785
MMA,"MMA $4K Haymaker [$4,000 Guaranteed]  (Main Card Only)",8/6/16 22:00,616,239.5,$0.00 ,$0.00 ,1568,$3.00 ,"$4,000.00 ",315
MMA,"MMA $6K Haymaker [6,000 Guaranteed] (Main Card Only) (1/3)",7/30/16 22:00,1727,156,$0.00 ,$0.00 ,2352,$3.00 ,"$6,000.00 ",480
MMA,"MMA $6K Haymaker [6,000 Guaranteed] (Main Card Only) (2/3)",7/30/16 22:00,1727,156,$0.00 ,$0.00 ,2352,$3.00 ,"$6,000.00 ",480
MMA,"MMA $6K Haymaker [6,000 Guaranteed] (Main Card Only) (3/3)",7/30/16 22:00,1727,156,$0.00 ,$0.00 ,2352,$3.00 ,"$6,000.00 ",480
MMA,"MMA $3K Takedown [$3,000 Guaranteed] (Main Card Only)",7/30/16 22:00,85,156,$0.00 ,$0.00 ,128,$27.00 ,"$3,000.00 ",30
MLB,Bi-Monthly Depositor Free Contest,7/15/16 19:05,13653,73.8,$0.00 ,$0.00 ,19588,$0.00 ,"$1,000.00 ",106
MMA,"MMA $50K Haymaker [$50,000 Guaranteed] (1/3)",7/13/16 18:00,4312,352,$0.00 ,$0.00 ,18170,$3.00 ,"$50,000.00 ",3840
MMA,"MMA $50K Haymaker [$50,000 Guaranteed] (2/3)",7/13/16 18:00,4312,352,$0.00 ,$0.00 ,18170,$3.00 ,"$50,000.00 ",3840
MMA,"MMA $50K Haymaker [$50,000 Guaranteed] (3/3)",7/13/16 18:00,4312,352,$0.00 ,$0.00 ,18170,$3.00 ,"$50,000.00 ",3840
MMA,"MMA $100K Haymaker Special (Part of the 200 Fight Series) [$100,000 Guaranteed]",7/9/16 18:30,9917,337,$0.00 ,$0.00 ,39215,$3.00 ,"$100,000.00 ",7850
MMA,"MMA $30K Haymaker Special (Part of the 200 Fight Series) [$30,000 Guaranteed]",7/9/16 18:30,1798,361.5,$6.00 ,$0.00 ,11764,$3.00 ,"$30,000.00 ",2302
MMA,"MMA $15K Axe Kick Special (Part of the 200 Fight Series) [$15,000 Guaranteed]",7/9/16 18:30,124,337,$0.00 ,$0.00 ,525,$33.00 ,"$15,000.00 ",116
MMA,"MMA $1K Chokehold Special (Part of the 200 Fight Series) [$1,000 Guaranteed]",7/9/16 18:30,32,337,$0.00 ,$0.00 ,128,$9.00 ,"$1,000.00 ",29
MMA,"MMA $8K Haymaker [$8,000 Guaranteed]",7/7/16 18:30,1946,249.5,$0.00 ,$0.00 ,3137,$3.00 ,"$8,000.00 ",616
MLB,MLB $400K SUPER Slurve [$100K to 1st!],6/27/16 19:05,111979,58.55,$0.00 ,$0.00 ,117647,$4.00 ,"$400,000.00 ",23320
MMA,"MMA $4K Haymaker [$4,000 Guaranteed]  (Main Card Only) (3/3)",6/18/16 22:30,1104,301,$0.00 ,$0.00 ,1568,$3.00 ,"$4,000.00 ",315
MMA,"MMA $4K Haymaker [$4,000 Guaranteed]  (Main Card Only) (2/3)",6/18/16 22:30,1294,272,$0.00 ,$0.00 ,1568,$3.00 ,"$4,000.00 ",315
MMA,"MMA $4K Haymaker [$4,000 Guaranteed]  (Main Card Only) (1/3)",6/18/16 22:30,1507,222.5,$0.00 ,$0.00 ,1568,$3.00 ,"$4,000.00 ",315
MMA,MMA $75K Main Event By Tommy Toe Hold [$10K to 1st],6/4/16 18:15,2601,0,$0.00 ,$0.00 ,2612,$33.00 ,"$75,000.00 ",630
MMA,MMA $500 Takedown [$500 Guaranteed],5/29/16 18:00,13,192,$0.00 ,$0.00 ,21,$27.00 ,$500.00 ,5
NBA,NBA $200K Playoffs Four Point Play [$50K to 1st] (1/7),5/11/16 20:00,52141,226.25,$0.00 ,$0.00 ,57500,$4.00 ,"$200,000.00 ",11545
NBA,NBA $200K Playoffs Four Point Play [$50K to 1st] (2/7),5/11/16 20:00,52141,226.25,$0.00 ,$0.00 ,57500,$4.00 ,"$200,000.00 ",11545
NBA,NBA $200K Playoffs Four Point Play [$50K to 1st] (3/7),5/11/16 20:00,52141,226.25,$0.00 ,$0.00 ,57500,$4.00 ,"$200,000.00 ",11545
NBA,NBA $200K Playoffs Four Point Play [$50K to 1st] (4/7),5/11/16 20:00,52141,226.25,$0.00 ,$0.00 ,57500,$4.00 ,"$200,000.00 ",11545
NBA,NBA $200K Playoffs Four Point Play [$50K to 1st] (5/7),5/11/16 20:00,52141,226.25,$0.00 ,$0.00 ,57500,$4.00 ,"$200,000.00 ",11545
NBA,NBA $200K Playoffs Four Point Play [$50K to 1st] (6/7),5/11/16 20:00,52141,226.25,$0.00 ,$0.00 ,57500,$4.00 ,"$200,000.00 ",11545
NBA,NBA $200K Playoffs Four Point Play [$50K to 1st] (7/7),5/11/16 20:00,52141,226.25,$0.00 ,$0.00 ,57500,$4.00 ,"$200,000.00 ",11545
MMA,"MMA $20K Takedown [$20,000 Guaranteed]",5/8/16 10:30,374,355,$0.00 ,$0.00 ,851,$27.00 ,"$20,000.00 ",170
NBA,NBA $300K Playoffs Four Point Play [$50K to 1st!],4/27/16 20:00,65060,240,$0.00 ,$0.00 ,86246,$4.00 ,"$300,000.00 ",17845
MMA,"MMA $150K Main Event [$150,000 Guaranteed] (2/5)",4/23/16 18:30,250,420,$45.00 ,$0.00 ,26464,$5.00 ,"$150,000.00 ",7030
MMA,"MMA $150K Main Event [$150,000 Guaranteed] (3/5)",4/23/16 18:30,3241,346,$12.00 ,$0.00 ,26464,$5.00 ,"$150,000.00 ",7030
MMA,"MMA $150K Main Event [$150,000 Guaranteed] (5/5)",4/23/16 18:30,8927,297.5,$0.00 ,$0.00 ,26464,$5.00 ,"$150,000.00 ",7030
MMA,"MMA $150K Main Event [$150,000 Guaranteed] (4/5)",4/23/16 18:30,15717,252.5,$0.00 ,$0.00 ,26464,$5.00 ,"$150,000.00 ",7030
MMA,"MMA $150K Main Event [$150,000 Guaranteed] (1/5)",4/23/16 18:30,23970,177.5,$0.00 ,$0.00 ,26464,$5.00 ,"$150,000.00 ",7030
MMA,"MMA Tommy Toe Hold's $35K [$35,000 Guaranteed]",4/16/16 16:30,429,338,$0.00 ,$0.00 ,1474,$27.00 ,"$35,000.00 ",300
NBA,NBA $400K Sharpshooter Championship [$100K to 1st!],3/28/16 19:30,134529,235.5,$0.00 ,$0.00 ,153334,$3.00 ,"$400,000.00 ",34355
NHL,"NHL $7K Enforcer [3 Entry Max, $7K Gtd]",3/28/16 19:00,976,31.8,$0.00 ,$0.00 ,2682,$3.00 ,"$7,000.00 ",560
MMA,MMA $150K Main Event [$20K to 1st!],3/5/16 18:30,4655,228,$0.00 ,$0.00 ,8620,$20.00 ,"$150,000.00 ",1725
MMA,"MMA $25K Strike [3 Entry Max, $25K Gtd]",3/5/16 18:30,1220,322,$6.00 ,$0.00 ,9583,$3.00 ,"$25,000.00 ",1920
MMA,"MMA $2.5K Haymaker [$2,500 Guaranteed]   (Main Card)",2/21/16 21:00,218,329.5,$0.00 ,$0.00 ,958,$3.00 ,"$2,500.00 ",195
NFL,NFL $250K Fantasy Football Season Finale [$20K to 1st!]  (Bowl Games),1/31/16 19:00,83569,0,$0.00 ,$0.00 ,95833,$3.00 ,"$250,000.00 ",19550
NFL,"NFL $100K Fantasy Football Season Finale [$100,000 Guaranteed]  (Bowl Games)",1/31/16 19:00,19167,93.7,$0.00 ,$0.00 ,38333,$3.00 ,"$100,000.00 ",7850
MMA,"MMA $15K Arm Bar [$15,000 Guaranteed]",1/30/16 15:30,2863,167.5,$0.00 ,$0.00 ,3450,$5.00 ,"$15,000.00 ",700
NFL,NFL $1M Conference Championship [$1M Guaranteed] (1/2),1/24/16 15:05,30830,122.2,$0.00 ,$0.00 ,57471,$20.00 ,"$1,000,000.00 ",12750
NFL,NFL $1M Conference Championship [$1M Guaranteed] (2/2),1/24/16 15:05,32894,120.3,$0.00 ,$0.00 ,57471,$20.00 ,"$1,000,000.00 ",12750
NFL,"NFL $200K Flea Flicker [$200,000 Guaranteed] (2/3)",1/24/16 15:05,4294,157.2,$12.00 ,$0.00 ,46000,$5.00 ,"$200,000.00 ",9260
NFL,"NFL $200K Flea Flicker [$200,000 Guaranteed] (3/3)",1/24/16 15:05,29426,115.8,$0.00 ,$0.00 ,46000,$5.00 ,"$200,000.00 ",9260
NFL,"NFL $200K Flea Flicker [$200,000 Guaranteed] (1/3)",1/24/16 15:05,34933,108.44,$0.00 ,$0.00 ,46000,$5.00 ,"$200,000.00 ",9260
MMA,"MMA $45K Haymaker [$45,000 Guaranteed]",1/17/16 18:00,3181,342,$6.00 ,$0.00 ,17241,$3.00 ,"$45,000.00 ",3525
NFL,NFL $3M Divisional Rd Mil. Maker [Last $1M to 1st!],1/16/16 16:35,20433,117.94,$0.00 ,$0.00 ,31359,$100.00 ,"$3,000,000.00 ",6665
NFL,"NFL $1M Play-Action [$1,000,000 Guaranteed] (1/3)",1/16/16 16:35,254924,115.16,$0.00 ,$0.00 ,383333,$3.00 ,"$1,000,000.00 ",84950
NFL,"NFL $1M Play-Action [$1,000,000 Guaranteed] (3/3)",1/16/16 16:35,284744,110.28,$0.00 ,$0.00 ,383333,$3.00 ,"$1,000,000.00 ",84950
NFL,"NFL $1M Play-Action [$1,000,000 Guaranteed] (2/3)",1/16/16 16:35,380686,65.04,$0.00 ,$0.00 ,383333,$3.00 ,"$1,000,000.00 ",84950
NFL,"NFL $1M Divisional Clash [$1,000,000 Guaranteed]",1/16/16 16:35,2920,160.16,$50.00 ,$0.00 ,57471,$20.00 ,"$1,000,000.00 ",12750
NFL,"NFL $25K Play-Action [$25,000 Guaranteed]",1/16/16 16:35,6429,116.58,$0.00 ,$0.00 ,9583,$3.00 ,"$25,000.00 ",1920
NFL,"NFL $5K Slant [$5,000 Guaranteed]",1/16/16 16:35,519,110.54,$0.00 ,$0.00 ,638,$9.00 ,"$5,000.00 ",140
NFL,NFL $3.5M Wild Card Millionaire Maker [$1M to 1st] (3/4),1/9/16 16:35,12174,154.46,$35.00 ,$0.00 ,172858,$20.00 ,"$3,500,000.00 ",43350
NFL,NFL $3.5M Wild Card Millionaire Maker [$1M to 1st] (1/4),1/9/16 16:35,44877,137.66,$0.00 ,$0.00 ,172858,$20.00 ,"$3,500,000.00 ",43350
NFL,NFL $3.5M Wild Card Millionaire Maker [$1M to 1st] (4/4),1/9/16 16:35,137058,107.1,$0.00 ,$0.00 ,172858,$20.00 ,"$3,500,000.00 ",43350
NFL,NFL $3.5M Wild Card Millionaire Maker [$1M to 1st] (2/4),1/9/16 16:35,172120,72.08,$0.00 ,$0.00 ,172858,$20.00 ,"$3,500,000.00 ",43350
NFL,"NFL $100K Flea Flicker [$10,000 to 1st]  (Sunday Only) (2/2)",1/10/16 13:05,8226,121.2,$0.00 ,$0.00 ,23000,$5.00 ,"$100,000.00 ",4600
NFL,"NFL $100K Flea Flicker [$10,000 to 1st]  (Sunday Only) (1/2)",1/10/16 13:05,8858,120.36,$0.00 ,$0.00 ,23000,$5.00 ,"$100,000.00 ",4600
NFL,NFL $400K Sunday Special [$50K to 1st]  (Sunday Only),1/10/16 13:05,57624,120.36,$0.00 ,$0.00 ,153333,$3.00 ,"$400,000.00 ",31990
NFL,Season Finale $4M Millionaire Maker [$1M to 1st] (4/5),1/3/16 13:00,81692,150.16,$0.00 ,$0.00 ,229885,$20.00 ,"$4,000,000.00 ",48733
NFL,Season Finale $4M Millionaire Maker [$1M to 1st] (5/5),1/3/16 13:00,109499,141.36,$0.00 ,$0.00 ,229885,$20.00 ,"$4,000,000.00 ",48733
NFL,Season Finale $4M Millionaire Maker [$1M to 1st] (2/5),1/3/16 13:00,150144,128.72,$0.00 ,$0.00 ,229885,$20.00 ,"$4,000,000.00 ",48733
NFL,Season Finale $4M Millionaire Maker [$1M to 1st] (3/5),1/3/16 13:00,199079,108.76,$0.00 ,$0.00 ,229885,$20.00 ,"$4,000,000.00 ",48733
NFL,Season Finale $4M Millionaire Maker [$1M to 1st] (1/5),1/3/16 13:00,218931,93.44,$0.00 ,$0.00 ,229885,$20.00 ,"$4,000,000.00 ",48733
NFL,"NFL $300K Play-Action [$300,000 Guaranteed]  (Afternoon Only)",1/3/16 16:25,67932,102.84,$0.00 ,$0.00 ,115000,$3.00 ,"$300,000.00 ",23535
MMA,"UFC 195 $150K Main Event [$150,000 Guaranteed]",1/2/16 18:30,13720,296,$0.00 ,$0.00 ,32293,$5.00 ,"$150,000.00 ",7030
CFB,"CFB $2K Redshirt [$2,000 Guaranteed]   (Late)",12/30/15 19:00,6,193.66,$29.45 ,$0.00 ,766,$3.00 ,"$2,000.00 ",160
NFL,"NFL $325K Sunday Night Special [$325,000 Guaranteed]  (Primetime) (1/2)",12/27/15 20:30,59443,99.62,$0.00 ,$0.00 ,74750,$5.00 ,"$325,000.00 ",15450
NFL,"NFL $325K Sunday Night Special [$325,000 Guaranteed]  (Primetime) (2/2)",12/27/15 20:30,59443,99.62,$0.00 ,$0.00 ,74750,$5.00 ,"$325,000.00 ",15450
NFL,NFL $1.75M Chop Block Championship [$150K to 1st!] (2/2),12/27/15 13:00,30474,107.4,$0.00 ,$0.00 ,39325,$50.00 ,"$1,750,000.00 ",8595
NFL,NFL $1.75M Chop Block Championship [$150K to 1st!] (1/2),12/27/15 13:00,39288,57,$0.00 ,$0.00 ,39325,$50.00 ,"$1,750,000.00 ",8595
NFL,NFL $1.2M Flea Flicker Championship [$100K to 1st!] (2/5),12/27/15 13:00,29241,161.02,$12.00 ,$0.00 ,276000,$5.00 ,"$1,200,000.00 ",59705
NFL,NFL $1.2M Flea Flicker Championship [$100K to 1st!] (5/5),12/27/15 13:00,45666,153,$10.00 ,$0.00 ,276000,$5.00 ,"$1,200,000.00 ",59705
NFL,NFL $1.2M Flea Flicker Championship [$100K to 1st!] (4/5),12/27/15 13:00,93032,136.92,$0.00 ,$0.00 ,276000,$5.00 ,"$1,200,000.00 ",59705
NFL,NFL $1.2M Flea Flicker Championship [$100K to 1st!] (3/5),12/27/15 13:00,118755,129.94,$0.00 ,$0.00 ,276000,$5.00 ,"$1,200,000.00 ",59705
NFL,NFL $1.2M Flea Flicker Championship [$100K to 1st!] (1/5),12/27/15 13:00,272155,73.64,$0.00 ,$0.00 ,276000,$5.00 ,"$1,200,000.00 ",59705
NFL,"NFL $275K Slant [$275,000 Guaranteed]",12/27/15 13:00,10031,143.2,$0.00 ,$0.00 ,35138,$9.00 ,"$275,000.00 ",7105
NFL,LAST SHOT: NFL $4M Main Event SUPERSatellite  (Thu-Sat),12/24/15 20:25,66,186.1,$0.00 ,$0.00 ,3450,$3.00 ,"$9,000.00 ",6
NFL,"NFL $250K Kickoff Special [$250,000 Guaranteed]  (Thu)",12/17/15 20:25,52930,109.66,$0.00 ,$0.00 ,57500,$5.00 ,"$250,000.00 ",11760
NFL,FINAL 2015 Millionaire Maker [$5M Guaranteed] (2/4),12/20/15 13:00,15548,198.4,$40.00 ,$0.00 ,265914,$20.00 ,"$5,000,000.00 ",63000
NFL,FINAL 2015 Millionaire Maker [$5M Guaranteed] (3/4),12/20/15 13:00,87562,163.5,$0.00 ,$0.00 ,265914,$20.00 ,"$5,000,000.00 ",63000
NFL,FINAL 2015 Millionaire Maker [$5M Guaranteed] (4/4),12/20/15 13:00,244643,111.08,$0.00 ,$0.00 ,265914,$20.00 ,"$5,000,000.00 ",63000
NFL,FINAL 2015 Millionaire Maker [$5M Guaranteed] (1/4),12/20/15 13:00,263676,86.78,$0.00 ,$0.00 ,265914,$20.00 ,"$5,000,000.00 ",63000
NFL,"NFL $50K Play-Action [$50,000 Guaranteed]  (Thu-Sat)",12/17/15 20:25,14705,120.36,$0.00 ,$0.00 ,19166,$3.00 ,"$50,000.00 ",3840
NFL,"NFL $35K Gridiron [$35,000 Guaranteed]  (Afternoon)",12/13/15 16:05,1032,130.64,$0.00 ,$0.00 ,1478,$27.00 ,"$35,000.00 ",300
NFL,"NFL $60K Play-Action [$60,000 Guaranteed]  (Afternoon) (7/8)",12/13/15 16:05,4373,155.38,$6.00 ,$0.00 ,22988,$3.00 ,"$60,000.00 ",4625
NFL,"NFL $60K Play-Action [$60,000 Guaranteed]  (Afternoon) (6/8)",12/13/15 16:05,8256,145.52,$0.00 ,$0.00 ,22988,$3.00 ,"$60,000.00 ",4625
NFL,"NFL $60K Play-Action [$60,000 Guaranteed]  (Afternoon) (1/8)",12/13/15 16:05,14769,130.64,$0.00 ,$0.00 ,22988,$3.00 ,"$60,000.00 ",4625
NFL,"NFL $60K Play-Action [$60,000 Guaranteed]  (Afternoon) (2/8)",12/13/15 16:05,14769,130.64,$0.00 ,$0.00 ,22988,$3.00 ,"$60,000.00 ",4625
NFL,"NFL $60K Play-Action [$60,000 Guaranteed]  (Afternoon) (3/8)",12/13/15 16:05,14769,130.64,$0.00 ,$0.00 ,22988,$3.00 ,"$60,000.00 ",4625
NFL,"NFL $60K Play-Action [$60,000 Guaranteed]  (Afternoon) (4/8)",12/13/15 16:05,14769,130.64,$0.00 ,$0.00 ,22988,$3.00 ,"$60,000.00 ",4625
NFL,"NFL $60K Play-Action [$60,000 Guaranteed]  (Afternoon) (5/8)",12/13/15 16:05,14769,130.64,$0.00 ,$0.00 ,22988,$3.00 ,"$60,000.00 ",4625
NFL,"NFL $60K Play-Action [$60,000 Guaranteed]  (Afternoon) (8/8)",12/13/15 16:05,20497,111.04,$0.00 ,$0.00 ,22988,$3.00 ,"$60,000.00 ",4625
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (20/42),12/13/15 13:00,229895,155.22,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (42/42),12/13/15 13:00,241383,154.3,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (34/42),12/13/15 13:00,251450,153.5,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (36/42),12/13/15 13:00,251450,153.5,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (37/42),12/13/15 13:00,251450,153.5,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
NFL,NFL $2.5M Millionaire Maker Special [Turn $3 into $1M!] (38/42),12/13/15 13:00,251450,153.5,$0.00 ,$0.00 ,958333,$3.00 ,"$2,500,000.00 ",217000
